index,tweet,clean_tweet,topic,negative,neutral,positive
1303917,the sun is boling today but friday its raining. weird. maybeee ill have a good weeekend  hopefullly,the sun is boling today but friday its raining. weird. maybeee ill have a good weeekend  hopefullly,4,0.043032624,0.2194316,0.7375357
1324482,@Liam356 If the videos weren't so embarrassing i would put them on you tube. We need to make more over the summer. ,@user If the videos weren't so embarrassing i would put them on you tube. We need to make more over the summer. ,6,0.7009918,0.2631988,0.03580936
808352,Nothing so refreshing like walking in rain.... Its pouring like hell ,Nothing so refreshing like walking in rain.... Its pouring like hell ,4,0.15697224,0.26784846,0.5751792
1334096,"if you read:Read a very short story here. If you write, leave one here 10 sentences or less    http://pentenscribes.ning.com/","if you read:Read a very short story here. If you write, leave one here 10 sentences or less    http",0,0.08997835,0.788355,0.12166662
612275,@robinritchie can't see the picture. ,@user can't see the picture. ,7,0.6759201,0.30377102,0.020308746
194884,"@FrankieTheSats plz say Happy Birthday Or and Roni ! &lt;it's my sis and couse have a birthday, plz say xx&gt; ","@user plz say Happy Birthday Or and Roni ! &lt;it's my sis and couse have a birthday, plz say xx&gt; ",2,0.0010280209,0.03190653,0.96706533
1029015,Charlie Bucket Leisure is napping...of course.   http://apps.facebook.com/catbook/profile/view/6880718,Charlie Bucket Leisure is napping...of course.   http,1,0.24166216,0.6304793,0.12785858
553712,Can't wait for monday to arrive ahhhhhhhhh ,Can't wait for monday to arrive ahhhhhhhhh ,5,0.002342475,0.013862939,0.9837947
349616,"getting rid of these horrible roots today!   God, why couldn't I be a natural blonde?  ","getting rid of these horrible roots today!   God, why couldn't I be a natural blonde?  ",3,0.886895,0.09752497,0.015580137
493980,So no damn nap... Grrrrr. Stressing about other things and can not get my mind to just shut down.  .,So no damn nap... Grrrrr. Stressing about other things and can not get my mind to just shut down.  .,1,0.9463009,0.047308255,0.006390832
152358,http://bit.ly/nljMZ This is so sad. And happy. But alot sad. ,http This is so sad. And happy. But alot sad. ,0,0.72908884,0.21313709,0.057774104
71305,is too tired to get out of bed for a wee ,is too tired to get out of bed for a wee ,1,0.68621445,0.28778562,0.025999926
1299795,@KristinHayes Going to the Memorial Tournament in Ohio? I live in Ohio. Hope it doesn't rain like every year! ,@user Going to the Memorial Tournament in Ohio? I live in Ohio. Hope it doesn't rain like every year! ,4,0.2320975,0.54652995,0.22137257
1479514,I realized gay men took better care of my hair better than a St8 woman SMH thanxx KEV the best in DA LOU ,I realized gay men took better care of my hair better than a St8 woman SMH thanxx KEV the best in DA LOU ,3,0.027626213,0.24529546,0.72707826
962934,"@teeves Happy Birthday! P.S. - if you're wondering what to get her, just help make 'HHS' a trending topic on twitter! http://is.gd/AKkI ","@user Happy Birthday! P.S. - if you're wondering what to get her, just help make 'HHS' a trending topic on twitter! http ",2,0.0012445537,0.026926199,0.9718293
1255976,@kbvolley5 Hells yeah! I celebrated for lunch. ,@user Hells yeah! I celebrated for lunch. ,2,0.0020703066,0.050038077,0.9478917
424307,"OMG,  I have to go out to work in this torrential rain. Am going to get drenched. ","OMG,  I have to go out to work in this torrential rain. Am going to get drenched. ",4,0.8756211,0.10501409,0.01936469
503318,i think imma wear pigtails n my hair tomorrow!....and i think ate my cheeseburger too fast uggggghhhhh  ,i think imma wear pigtails n my hair tomorrow!....and i think ate my cheeseburger too fast uggggghhhhh  ,3,0.61910176,0.30555272,0.07534551
383806,Saturdays without football are like Fridays without fish ,Saturdays without football are like Fridays without fish ,5,0.5024521,0.4592349,0.038312946
1148798,Sunday blip tradition  ? http://blip.fm/~7d19i,Sunday blip tradition  ? http,5,0.07374914,0.8700826,0.056168225
959284,church time. flowers love rain ,church time. flowers love rain ,4,0.010151057,0.13353704,0.85631186
84726,Is up at stupid 4:30 again. grrrrr. So much for sleeping through the night. ,Is up at stupid 4:30 again. grrrrr. So much for sleeping through the night. ,1,0.9323939,0.05707367,0.010532541
1359636,"Didn't plan on napping, but it was nice ","Didn't plan on napping, but it was nice ",1,0.012217565,0.091648854,0.8961335
511270,@Cassie_kayyy i was gonna go look at your pics but it told me that your myspace profile was under maintenance ,@user i was gonna go look at your pics but it told me that your myspace profile was under maintenance ,7,0.63846487,0.33859888,0.022936366
461199,"woke up much too early  i'll be so zombie today, mmhm","woke up much too early  i'll be so zombie today, mmhm",1,0.81919885,0.1541534,0.026647775
696912,Woo hoo falling asleep when everyone else is waking up...oh wait... ,Woo hoo falling asleep when everyone else is waking up...oh wait... ,1,0.26500812,0.48868313,0.24630871
187115,"My bday is today! Wish the misses could make it to NY, she has to work... ","My bday is today! Wish the misses could make it to NY, she has to work... ",2,0.097967975,0.3637884,0.53824365
931031,"couldntve asked for a better day!!! &amp;&amp; it ended with &quot;birthday sex, birthday sex&quot;  anywho I'm dead tired NOW buh juss wanted 2 update...","couldntve asked for a better day!!! &amp;&amp; it ended with &quot;birthday sex, birthday sex&quot;  anywho I'm dead tired NOW buh juss wanted 2 update...",2,0.15926017,0.23940296,0.6013368
1027957,another pretty two set!  http://bit.ly/E0awq,another pretty two set!  http,0,0.0025622298,0.049937356,0.94750035
969725,Got my long overdue haircut! ,Got my long overdue haircut! ,3,0.020555679,0.2717994,0.7076448
837635,@easyantic Oh nice. Did you do it yourself? And if so.. is the linoleum pattern straight and in line? ,@user Oh nice. Did you do it yourself? And if so.. is the linoleum pattern straight and in line? ,3,0.023748888,0.6895224,0.2867287
759771,It is 6 o'clock in the evening. My children come directly home for dinner-hope they are hungry. It still rains ,It is 6 o'clock in the evening. My children come directly home for dinner-hope they are hungry. It still rains ,4,0.100876495,0.55373335,0.3453902
1082303,its 1 am and I am still up....grr...why can I not be normal and go to bed at a normal time...dammit... ,its 1 am and I am still up....grr...why can I not be normal and go to bed at a normal time...dammit... ,1,0.9246528,0.06722722,0.008119861
522152,Sooo tired!!!! Wish I could sleep more then an hour!!!! ,Sooo tired!!!! Wish I could sleep more then an hour!!!! ,1,0.7206794,0.21026683,0.06905379
1106648,Happy Birthday @mybrother ,Happy Birthday @user ,2,0.0019208402,0.019660983,0.97841805
160146,still needs another 6 hours of sleep ,still needs another 6 hours of sleep ,1,0.26076153,0.676356,0.06288245
601266,The highlight of my mornings just left he came by way too early ,The highlight of my mornings just left he came by way too early ,1,0.11787711,0.31688672,0.5652361
238708,"Why is it always when I'm awake eveyone else is asleep?  need talkage, it's not even midnight yet. ","Why is it always when I'm awake eveyone else is asleep?  need talkage, it's not even midnight yet. ",1,0.619286,0.33706656,0.04364745
555328,I'll need a wakeup call too. ,I'll need a wakeup call too. ,1,0.27085632,0.6561492,0.07299442
47263,Almost 3... Maybe I'll be able to fall asleep soon? ,Almost 3... Maybe I'll be able to fall asleep soon? ,1,0.013216702,0.5150584,0.4717248
1492672,"@suizo for you I'll shave the head, too ","@user for you I'll shave the head, too ",3,0.2489558,0.68735075,0.06369342
7105,While we are on the rain subject I fuckin hate this rain! I need to do a soil test and can't with this damn weather! ,While we are on the rain subject I fuckin hate this rain! I need to do a soil test and can't with this damn weather! ,4,0.9810203,0.015814437,0.003165179
1140339,"http://twitpic.com/6b5ag - Among other things,I got (my) marbles (back) courtesy of my brother. ","http - Among other things,I got (my) marbles (back) courtesy of my brother. ",0,0.014457365,0.34721503,0.63832766
1286158,"@chrisoldroyd Oooh, it your Birthday.... Well... then... Happy Birthday Chris!!!  Don't sweat it, you ain't old yet. That's next year ","@user Oooh, it your Birthday.... Well... then... Happy Birthday Chris!!!  Don't sweat it, you ain't old yet. That's next year ",2,0.0017843755,0.025475392,0.9727403
63545,Is hanging put with the fam today and wishes is wasn't raining!!! ,Is hanging put with the fam today and wishes is wasn't raining!!! ,4,0.03811184,0.38904512,0.572843
1241200,http://twitpic.com/6ewlp - can't wait ,http - can't wait ,0,0.0073706615,0.05703372,0.9355957
1440627,@_CrC_ Happy Birthday since it past midnight where you at ,@user Happy Birthday since it past midnight where you at ,2,0.0010427525,0.019625133,0.979332
726846,My friggin afternoon  fucking uni.  http://twitpic.com/7zho1,My friggin afternoon  fucking uni.  http,0,0.97496873,0.021144228,0.0038871858
1160018,says it's raining men!  http://plurk.com/p/xd5ky,says it's raining men!  http,4,0.42743528,0.47489735,0.09766739
1378118,@emilyroseartist It's you on a Wii  And awesome video and painting btw!! Very awesome,@user It's you on a Wii  And awesome video and painting btw!! Very awesome,6,0.0012088575,0.01149501,0.9872959
1014407,A few aspects of my life need to be decluttered. Might do that over the long weekend ,A few aspects of my life need to be decluttered. Might do that over the long weekend ,5,0.07307002,0.7371721,0.1897577
995491,"@chrisaffair show was amazing, glad you made it! I sent you those pics you wanted ","@user show was amazing, glad you made it! I sent you those pics you wanted ",7,0.0013882159,0.008170535,0.99044156
377701,"No dlr, it's raining, it's sat, I've got to work  but on the plus this time next week I'll be waiting to fly =^~_&lt; happy thoughts ;D","No dlr, it's raining, it's sat, I've got to work  but on the plus this time next week I'll be waiting to fly =^~_&lt; happy thoughts ;D",4,0.011871828,0.12094969,0.86717856
880288,Good weekend so far ,Good weekend so far ,5,0.0024665033,0.03587963,0.9616539
418861,@jolieodell  At least no one will steal your video!,@user  At least no one will steal your video!,6,0.1868346,0.51040715,0.30275828
1346460,Has got that friday feelin  cant wait to get home to that cold bottle of wine and some army wives Xx,Has got that friday feelin  cant wait to get home to that cold bottle of wine and some army wives Xx,5,0.004395791,0.053845853,0.9417583
464271,is searching for the &quot;dislike&quot; button on Facebook for having to work on a Sunday evening. Boo! ,is searching for the &quot;dislike&quot; button on Facebook for having to work on a Sunday evening. Boo! ,5,0.7592607,0.20718254,0.033556662
366,"@nick_carter Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart.","@user Aww Nick!! I like your hair longer, why did you cut it off?  Break. My. Heart.",3,0.6705668,0.2725171,0.056916013
920057,"Pokemon Gold &amp; Silver vid appeared on youtube ystrday, i'm afraid i was 2 busy 2 think of an idea. Courseworks finished 4 now tho! ","Pokemon Gold &amp; Silver vid appeared on youtube ystrday, i'm afraid i was 2 busy 2 think of an idea. Courseworks finished 4 now tho! ",6,0.16996898,0.58643526,0.24359569
117041,at home listening to music...mann i wish it would just rain already i feel like cuddling up with someone ,at home listening to music...mann i wish it would just rain already i feel like cuddling up with someone ,4,0.22447716,0.49639153,0.27913132
604917,http://twitpic.com/7pgrn - this coffee is not good ,http - this coffee is not good ,0,0.9426236,0.049296618,0.0080796555
1210369,just got back from emil birthday surprise! happy birthday emill ,just got back from emil birthday surprise! happy birthday emill ,2,0.0008408738,0.014847847,0.98431134
1252573,@imogenheap can't wait to see what you and jeremy concoct for new pics - and would absolutely love the opp one day to try taking some. ,@user can't wait to see what you and jeremy concoct for new pics - and would absolutely love the opp one day to try taking some. ,7,0.0015343131,0.017755352,0.9807103
560610,Watching the rain in Piemonte - bugged because will have to respray vines now ,Watching the rain in Piemonte - bugged because will have to respray vines now ,4,0.16122213,0.7298961,0.10888168
957218,"@jordanknight Happy Birthday, hope it's a great Muah! See you soon in VA Beach ","@user Happy Birthday, hope it's a great Muah! See you soon in VA Beach ",2,0.0009884537,0.008092907,0.9909186
71567,drying hair!work soon  desperately need a new job!,drying hair!work soon  desperately need a new job!,3,0.31946507,0.4817217,0.1988132
975379,"@JimMcKeeth Well, I would be interested in seeing that.  If you ever need any help with the videos, let me know ","@user Well, I would be interested in seeing that.  If you ever need any help with the videos, let me know ",6,0.005805001,0.3124513,0.6817436
360598,haven't done an update in agessss! how's everyone? i hate rain!  andd i've only got one more exam and my summer starts! ,haven't done an update in agessss! how's everyone? i hate rain!  andd i've only got one more exam and my summer starts! ,4,0.8333747,0.12748976,0.039135583
696321,Sleep for just 3 hours ,Sleep for just 3 hours ,1,0.09724631,0.7891504,0.11360315
248208,PE first thing on a monday morning.  that is just evil..,PE first thing on a monday morning.  that is just evil..,5,0.96361667,0.032320347,0.0040629804
1351412,http://bit.ly/oGXsv  You can vote for me @ http://the199shop.livejournal.com/ ,http  You can vote for me @ http ,0,0.03238543,0.71862155,0.24899292
3094,"@nicholasbraun aww no fair, you didn't check the pic i sent you ","@user aww no fair, you didn't check the pic i sent you ",7,0.64277107,0.3337571,0.023471856
1553714,@mitchelmusso http://twitpic.com/7i310 - New hair is cutee ,@user http - New hair is cutee ,3,0.0017102885,0.035017967,0.9632716
393965,Is mulling over this bad weather ,Is mulling over this bad weather ,4,0.7242404,0.25503027,0.020729335
632089,tomorrow is Monday ,tomorrow is Monday ,5,0.04476151,0.8129238,0.14231476
824420,ALMOST talked to @iamchrisc on aim. At least he said Happy Birthday lol ,ALMOST talked to @user on aim. At least he said Happy Birthday lol ,2,0.004548177,0.09649816,0.8989537
954168,PS happy birthday to my friend @DaniPineda!!!! ,PS happy birthday to my friend @user!!!! ,2,0.0011731542,0.00947452,0.9893526
1394779,I love getting 8 hours of sleep. I'm definitely a fan. ,I love getting 8 hours of sleep. I'm definitely a fan. ,1,0.003194939,0.012557789,0.9842474
1037714,is exciited for the weekend. soo many awesome things to doo!  ,is exciited for the weekend. soo many awesome things to doo!  ,5,0.0012993201,0.0065692766,0.99213135
1306973,@davejmatthews i was told u give bday wishes...its ok tho cuz i've gotten better from u. ,@user i was told u give bday wishes...its ok tho cuz i've gotten better from u. ,2,0.009640496,0.110779345,0.8795801
207417,Weather look nasty ,Weather look nasty ,4,0.8487769,0.1328532,0.018369898
717332,"its 3:30am, and I can't sleep ","its 3:30am, and I can't sleep ",1,0.71276367,0.24819693,0.039039336
538334,omg gay guy messed up my hairs!!! ,omg gay guy messed up my hairs!!! ,3,0.9709727,0.02533542,0.0036919108
1514800,&quot;Many a false step is made by standing still.&quot; - Fortune cookie  http://tumblr.com/xlu21qh8c,&quot;Many a false step is made by standing still.&quot; - Fortune cookie  http,0,0.5133489,0.44348827,0.043162934
620682,Trying to listen to music videos keep stoping ,Trying to listen to music videos keep stoping ,6,0.6613786,0.29747134,0.041149985
351809,"Ugh, I wanna see a funny @jonasbrothers video! ","Ugh, I wanna see a funny @user video! ",6,0.020969646,0.15513673,0.82389367
1058262,@imaginetruth Happy Early Birthday - beating all those Facebook wishes. 22 isn't bad...try doubling that and then some ,@user Happy Early Birthday - beating all those Facebook wishes. 22 isn't bad...try doubling that and then some ,2,0.0056883427,0.059625078,0.93468666
1188347,"@nicolerichie you look so good with bangs, but yeah I can understand... some days I have having short hair, but most days I don't. ","@user you look so good with bangs, but yeah I can understand... some days I have having short hair, but most days I don't. ",3,0.021634065,0.15265016,0.82571584
1166211,http://twitpic.com/6btrl - i am truly 8 years old ,http - i am truly 8 years old ,0,0.20307335,0.59731025,0.19961642
816075,On my way to straighten my hair. ,On my way to straighten my hair. ,3,0.032766648,0.814935,0.15229847
664241,spent my birthday in the hospital! ,spent my birthday in the hospital! ,2,0.5210149,0.36285326,0.116131835
121602,"I've had a serious case of Mondayitis today, most unlike me ","I've had a serious case of Mondayitis today, most unlike me ",5,0.9055097,0.08363666,0.010853706
341249,It should be illegal to have to go to a maths seminar on your birthday ,It should be illegal to have to go to a maths seminar on your birthday ,2,0.6592669,0.31448865,0.02624455
109598,Must I get up? I never get sleep-ins anymore  uggggggggh!,Must I get up? I never get sleep-ins anymore  uggggggggh!,1,0.9361791,0.05446805,0.009352751
1222845,Political jumping castle  - http://mobypicture.com/?u0whgg,Political jumping castle  - http,0,0.12547742,0.81445193,0.060070705
495524,found an awesome NKOTB card for dina's bday... dinner with her tomorrow. i am STILL working today. going on nearly 12 hours. ,found an awesome NKOTB card for dina's bday... dinner with her tomorrow. i am STILL working today. going on nearly 12 hours. ,2,0.0039702756,0.038419254,0.95761037
657279,Tired only slept two hours..  ,Tired only slept two hours..  ,1,0.68738467,0.27450493,0.03811045
355667,@thebeatles that's almost my birthday! ,@user that's almost my birthday! ,2,0.0017784067,0.083757915,0.9144637
710938,@antwanetterice Let me know how it is if you go. It's raining light but it might get heavy later. ,@user Let me know how it is if you go. It's raining light but it might get heavy later. ,4,0.0770251,0.80838054,0.114594266
257151,Can't sleep...  but that means 1 thing... iPod time ,Can't sleep...  but that means 1 thing... iPod time ,1,0.33177266,0.5026086,0.16561879
98019,see what happens when i go to bed at 10:30...I wake up a few hours later ,see what happens when i go to bed at 10:30...I wake up a few hours later ,1,0.18633646,0.7515016,0.06216184
998024,"Morning everyone  Today is sigh, Monday. I hate Mondays... Although, it puts us one more day closer to Friday, yay! .","Morning everyone  Today is sigh, Monday. I hate Mondays... Although, it puts us one more day closer to Friday, yay! .",5,0.5122355,0.27575934,0.21200517
169092,@ALauderdale smh @ playing dress up! lol. I can't see the vid though... Its not working ,@user smh @ playing dress up! lol. I can't see the vid though... Its not working ,6,0.8554746,0.12885235,0.015673054
897466,Time for a short nap ,Time for a short nap ,1,0.060532145,0.71643615,0.22303167
732540,"4 more sleeps till thailand, to much work to do up until than ","4 more sleeps till thailand, to much work to do up until than ",1,0.33691648,0.59224784,0.07083571
1436113,happy 2nd birthday to my baby boy ,happy 2nd birthday to my baby boy ,2,0.0015238242,0.010794094,0.9876821
1359675,"#music4good Friday, music, it's all good....Woot! Happy Friday Everyone!!!    ","#music4good Friday, music, it's all good....Woot! Happy Friday Everyone!!!    ",5,0.0010813418,0.009581158,0.98933744
600811,On my way to work on this rainy day ,On my way to work on this rainy day ,4,0.07744424,0.74110246,0.18145323
471854,oo its raining!! ,oo its raining!! ,4,0.037699074,0.35610446,0.6061964
830514,http://ping.fm/p/x2a7z - Why are we happy to sit for so long in long fast food drive-thru lines but not elsewhere? ,http - Why are we happy to sit for so long in long fast food drive-thru lines but not elsewhere? ,0,0.7694672,0.21138984,0.019143045
640231,Yes I'm failing miserably at falling asleep. Its midnight and I'm still not sleep ,Yes I'm failing miserably at falling asleep. Its midnight and I'm still not sleep ,1,0.91117656,0.077012174,0.011811089
1240490,"@sharedideas Thanks Ronen  The idea is really unique, but people might get annoyed if they did not really want any photo being edited.","@user Thanks Ronen  The idea is really unique, but people might get annoyed if they did not really want any photo being edited.",7,0.229363,0.5430918,0.22754516
215563,web crashed - videos were at 90 % ,web crashed - videos were at 90 % ,6,0.7704972,0.20818356,0.021319268
1077001,only work one day this weekend! ,only work one day this weekend! ,5,0.013393192,0.32377884,0.6628279
1255217,wishes his Lovely a very happy birthday today. ,wishes his Lovely a very happy birthday today. ,2,0.0014271935,0.014567602,0.98400533
592642,@lovebscott is the vid still uploading? ,@user is the vid still uploading? ,6,0.045327168,0.91189134,0.042781383
1479326,Mmmm unlimited bellinis!  http://yfrog.com/4uzxbj,Mmmm unlimited bellinis!  http,0,0.0073383595,0.14944181,0.84321976
1465757,@ChavisToaster Whose birthday is it? ,@user Whose birthday is it? ,2,0.061349753,0.8742012,0.06444911
59576,"out to work.... ick, rain. ","out to work.... ick, rain. ",4,0.3244559,0.56446946,0.111074686
469117,It's Monday already? ,It's Monday already? ,5,0.3281647,0.5632517,0.10858361
134363,@bwright611 Awwww  You know we bout to kick it! I will take plenty of pics for you...,@user Awwww  You know we bout to kick it! I will take plenty of pics for you...,7,0.038362816,0.36595157,0.59568554
523764,having a bad hair day! ,having a bad hair day! ,3,0.8454177,0.13293567,0.021646708
1064105,"Am tired. Could go to sleep but, i dont seem to want to ","Am tired. Could go to sleep but, i dont seem to want to ",1,0.7703714,0.20237514,0.027253557
195952,"just woke up feeling sooo ill  want to make a video to replace last nights one, but dont now if im gonna now  ","just woke up feeling sooo ill  want to make a video to replace last nights one, but dont now if im gonna now  ",6,0.38016796,0.49985465,0.11997722
574748,"Goodbye, rain...hello, HEAT ","Goodbye, rain...hello, HEAT ",4,0.03737968,0.3844646,0.5781557
391503,Walking to the barber shop to get my little brother's hair cut. ,Walking to the barber shop to get my little brother's hair cut. ,3,0.056954835,0.86240435,0.080640756
457624,Watching videos from peru i miss these boys ,Watching videos from peru i miss these boys ,0,0.39981648,0.47582412,0.12435926
174636,"Oh yeah, this is why I don't like waking up early.  Around mid-day I get all tired.  ","Oh yeah, this is why I don't like waking up early.  Around mid-day I get all tired.  ",1,0.9442379,0.050050274,0.0057118777
1459028,I'm singing in the rain I feel so good 2day a little hungover though. Beyonce's new video for Ego inspires me I love the dancing ,I'm singing in the rain I feel so good 2day a little hungover though. Beyonce's new video for Ego inspires me I love the dancing ,4,0.0011946748,0.007731569,0.99107367
809697,http://www.zahahadidblog.com/ VERY GOOD ,http VERY GOOD ,0,0.018024307,0.119123414,0.86285233
219899,Working this weekend ,Working this weekend ,5,0.03965059,0.8503822,0.10996711
46900,saturday should be a day of rest . i shouldnt have to work this afternoon ,saturday should be a day of rest . i shouldnt have to work this afternoon ,5,0.12342694,0.36362523,0.5129479
45373,@JazziCouture nice pics you sent to @mgi88s jazzi. Where's mines? ,@user nice pics you sent to @user jazzi. Where's mines? ,7,0.0079242345,0.23154949,0.7605263
399476,@Jonasbrothers hey ... why is your youtube account locked??? i can't watch any of your videos   ,@user hey ... why is your youtube account locked??? i can't watch any of your videos   ,6,0.9505958,0.04631268,0.0030916233
665252,@Collin_wolfboy :'( that hurt! whens your birthday? i'll send you a gift! pleaseeee ,@user :'( that hurt! whens your birthday? i'll send you a gift! pleaseeee ,2,0.23891997,0.49908155,0.26199847
459852,Ah ...... My hair goes frizzy here ,Ah ...... My hair goes frizzy here ,3,0.61535037,0.3485164,0.036133263
1382862,http://twitpic.com/6qchv - Isn't he lovely? ,http - Isn't he lovely? ,0,0.0087476615,0.07159223,0.91966003
1582151,@gemmak500 Just tried png format and it seemed to work. Thanks for the update though ,@user Just tried png format and it seemed to work. Thanks for the update though ,7,0.0028939378,0.06015924,0.9369468
74600,flying home. make the rain stop ,flying home. make the rain stop ,4,0.087074675,0.6048423,0.30808297
264668,asks everybody to help me regain my lost karma  http://plurk.com/p/xier8,asks everybody to help me regain my lost karma  http,0,0.099318184,0.7088017,0.19188008
1483200,YES!! gives you hell is finished uploading! just needs to finish progressing and then you can all see it.  Xx,YES!! gives you hell is finished uploading! just needs to finish progressing and then you can all see it.  Xx,6,0.12941425,0.38948,0.48110577
434485,Went to bed at 4 AM. Woke up first time at 7:30 AM. ,Went to bed at 4 AM. Woke up first time at 7:30 AM. ,1,0.06853365,0.8300407,0.101425655
1295676,got to work hard... for 20 more minutes  â« http://blip.fm/~7ho8d,got to work hard... for 20 more minutes  â« http,0,0.14444159,0.6433774,0.2121809
1202636,"@bustyrockets I'm good, still finishing up my move. Lol, my hair's not longer, bit shorter actually ","@user I'm good, still finishing up my move. Lol, my hair's not longer, bit shorter actually ",3,0.007037281,0.17601474,0.8169481
133035,"@SoCalRyan  awee Yeah I thank god my schedule is  flexable, but I usually work all weekend  But hey, i love my job, so it doesn't matter","@user  awee Yeah I thank god my schedule is  flexable, but I usually work all weekend  But hey, i love my job, so it doesn't matter",5,0.023394378,0.111561805,0.8650437
1444540,wants to thank everyone for all the birthday wishes!  I had a very nice birthday ,wants to thank everyone for all the birthday wishes!  I had a very nice birthday ,2,0.0012664236,0.007221899,0.9915118
1514492,@VinnersChris have a very happy birthday ,@user have a very happy birthday ,2,0.0015704999,0.013796301,0.98463327
1016271,http://twitpic.com/5oqlw - three guesses where i'm going toniiiiiiiiiiight ,http - three guesses where i'm going toniiiiiiiiiiight ,0,0.047467843,0.8512831,0.10124908
894879,"says have a beautiful day,everyone!  [phplurk.com] http://plurk.com/p/rn4l3","says have a beautiful day,everyone!  [phplurk.com] http",0,0.0009787345,0.0132931415,0.985728
133256,Fail  I need a new straightner...,Fail  I need a new straightner...,3,0.73976964,0.23610839,0.024121877
816738,@WeezyOfficial That youtube didn't work but nice pic ,@user That youtube didn't work but nice pic ,6,0.33191943,0.4600694,0.20801127
578523,erghh its raining and i dont have an umberella ,erghh its raining and i dont have an umberella ,4,0.6932701,0.26761267,0.03911734
1174836,loves sundays with daddy  work again today at five !,loves sundays with daddy  work again today at five !,5,0.0017932379,0.034994733,0.96321195
537503,It's the birthday of brother's girlfriend tursday and I won't be there to see her ,It's the birthday of brother's girlfriend tursday and I won't be there to see her ,2,0.5939636,0.3576108,0.048425507
396688,i wanna talk to her  http://plurk.com/p/yxqig,i wanna talk to her  http,0,0.032322858,0.50749445,0.46018273
862308,@futuredirected I did see it earlier...but please provide more pics ,@user I did see it earlier...but please provide more pics ,7,0.0722472,0.78337014,0.14438272
993911,making lists of stuff i have to do when the rain stops ,making lists of stuff i have to do when the rain stops ,4,0.062227827,0.83363664,0.104135506
223824,it's 4.31am and I Cant sleep!!! ,it's 4.31am and I Cant sleep!!! ,1,0.8349875,0.1356143,0.029398093
1123472,"@enainc Well good luck, Son! Hope your game went down well!. And you're just going to have to make more vids! ","@user Well good luck, Son! Hope your game went down well!. And you're just going to have to make more vids! ",6,0.0022934978,0.02692909,0.9707774
243971,Man I am tired ,Man I am tired ,1,0.83182055,0.14362118,0.024558352
86798,just had a look at http://www.animalsaviors.org/ it's unbelievable what mankind is able to do for profit. just signed the petition ,just had a look at http it's unbelievable what mankind is able to do for profit. just signed the petition ,0,0.2831606,0.4893434,0.22749601
110193,"birthdays just aren't the same without my mum. This is the first birthday without her, it's so hard and different. I've already cried ","birthdays just aren't the same without my mum. This is the first birthday without her, it's so hard and different. I've already cried ",2,0.839637,0.13128914,0.029073786
1400220,Doing my best sitting @ a birthday I don't like ,Doing my best sitting @ a birthday I don't like ,2,0.50469303,0.39100423,0.10430275
49915,is awake early on saturday   unfortunately due to work ,is awake early on saturday   unfortunately due to work ,1,0.6902983,0.2814846,0.028217044
728101,I miss my hair ,I miss my hair ,3,0.5564955,0.37561122,0.067893155
370320,"@dinosuit  urgh my hair. I wish I had naturally strait, STRAIGHT hair. :'(","@user  urgh my hair. I wish I had naturally strait, STRAIGHT hair. :'(",3,0.845136,0.13594194,0.01892198
1331663,is å¥½æåäº«ï¼http://paste.plurk.com/show/6556/ (ä¸å?¥è©±)  http://plurk.com/p/y51uc,is å¥½æåäº«ï¼http (ä¸å?¥è©±)  http,0,0.20341523,0.7444172,0.05216742
987707,@caitysparkles Happy Birthday!! ,@user Happy Birthday!! ,2,0.0014000608,0.012197019,0.9864028
632313,Long weekend ahead. YAY! ,Long weekend ahead. YAY! ,5,0.0016609139,0.029898552,0.96844053
464379,monday already ,monday already ,5,0.09078144,0.62476456,0.28445405
1171452,@SusanMazza hi Susan  i am going to south europe and visit my parents  i am thinking of going to LA this fall on my birthday  advices?,@user hi Susan  i am going to south europe and visit my parents  i am thinking of going to LA this fall on my birthday  advices?,2,0.008141274,0.77281934,0.21903956
960382,"http://twitpic.com/5d2zm - forever and ever,don't matter what ","http - forever and ever,don't matter what ",0,0.06664178,0.53527814,0.39808017
45023,http://twitpic.com/4e3g5 - What being stuck in an elevator looks like  this sux,http - What being stuck in an elevator looks like  this sux,0,0.7868036,0.19987875,0.0133176055
429317,so tired ,so tired ,1,0.7838069,0.18513761,0.031055389
277000,"oh boy I hate Mondays... Especially Mondays like this one. Loads of work, crappy weather and I am sleepy ","oh boy I hate Mondays... Especially Mondays like this one. Loads of work, crappy weather and I am sleepy ",5,0.95817226,0.032385033,0.009442597
195278,"@tommcfly plz say &quot;Happy Birthday Or , Roni &amp; Mickey!&quot; plz plz plz ","@user plz say &quot;Happy Birthday Or , Roni &amp; Mickey!&quot; plz plz plz ",2,0.0021615524,0.09039508,0.90744334
800907,"Had a great lunch with one of my &quot;mums&quot; today, @christineirmler  It's her birthday tomorrow too so I got her a little something","Had a great lunch with one of my &quot;mums&quot; today, @user  It's her birthday tomorrow too so I got her a little something",2,0.0009466752,0.008444366,0.99060875
1027394,http://twitpic.com/61cmg - my bff chelsea! ,http - my bff chelsea! ,0,0.005686881,0.24767835,0.7466347
239004,Its my bday 2day and my grandma didnt even say happy birthday!!!! ,Its my bday 2day and my grandma didnt even say happy birthday!!!! ,2,0.6515018,0.24792363,0.100574605
643619,is sad and annoyed...argh   http://plurk.com/p/124gp6,is sad and annoyed...argh   http,0,0.9590618,0.035387214,0.005550895
